Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
102,5,2013-04-26,5919,930,1,1,0,0
1046,5,2013-04-26,8367,683,1,1,0,0
793,5,2013-04-26,4919,442,1,1,0,0
903,5,2013-04-26,10596,814,1,1,0,0
266,6,2013-04-27,2678,285,1,0,0,0
102,6,2013-04-27,5987,908,1,0,0,0
1046,6,2013-04-27,5853,488,1,0,0,0
793,6,2013-04-27,4204,448,1,0,0,0
903,6,2013-04-27,11935,891,1,0,0,0
266,7,2013-04-28,0,0,0,0,0,0
102,7,2013-04-28,0,0,0,0,0,0
1046,7,2013-04-28,0,0,0,0,0,0
793,7,2013-04-28,0,0,0,0,0,0
903,7,2013-04-28,0,0,0,0,0,0
266,1,2013-04-29,7439,828,1,1,0,0
102,1,2013-04-29,9816,1321,1,1,0,0
1046,1,2013-04-29,10812,840,1,1,0,0
793,1,2013-04-29,6796,609,1,1,0,0
903,1,2013-04-29,13491,936,1,1,0,0
266,2,2013-04-30,6684,716,1,1,0,0
102,2,2013-04-30,11622,1558,1,1,0,0
1046,2,2013-04-30,10223,829,1,1,0,0
793,2,2013-04-30,6890,622,1,1,0,0
903,2,2013-04-30,14079,952,1,1,0,0
266,3,2013-05-01,0,0,0,1,a,0
102,3,2013-05-01,0,0,0,1,a,0
1046,3,2013-05-01,0,0,0,1,a,0
793,3,2013-05-01,0,0,0,1,a,0
903,3,2013-05-01,0,0,0,1,a,0
266,4,2013-05-02,7391,808,1,1,0,0
102,4,2013-05-02,9736,1414,1,1,0,0
1046,4,2013-05-02,11401,881,1,1,0,0
793,4,2013-05-02,6413,579,1,1,0,0
903,4,2013-05-02,14316,951,1,1,0,0
266,5,2013-05-03,6133,692,1,1,0,0
102,5,2013-05-03,8041,1253,1,1,0,0
1046,5,2013-05-03,9316,755,1,1,0,0
793,5,2013-05-03,6047,555,1,1,0,0
903,5,2013-05-03,13655,944,1,1,0,0
266,6,2013-05-04,2755,324,1,0,0,0
102,6,2013-05-04,6084,1053,1,0,0,0
1046,6,2013-05-04,5940,501,1,0,0,0
793,6,2013-05-04,3561,393,1,0,0,0
903,6,2013-05-04,13720,987,1,0,0,0
266,7,2013-05-05,0,0,0,0,0,0
102,7,2013-05-05,0,0,0,0,0,0
1046,7,2013-05-05,0,0,0,0,0,0
793,7,2013-05-05,0,0,0,0,0,0
903,7,2013-05-05,0,0,0,0,0,0
266,1,2013-05-06,4373,614,1,0,0,0
102,1,2013-05-06,5540,994,1,0,0,0
1046,1,2013-05-06,7111,633,1,0,0,0
793,1,2013-05-06,4143,452,1,0,0,0
903,1,2013-05-06,10915,800,1,0,0,0
266,2,2013-05-07,4418,569,1,0,0,0
102,2,2013-05-07,5143,929,1,0,0,0
1046,2,2013-05-07,7257,595,1,0,0,0
793,2,2013-05-07,3794,398,1,0,0,0
903,2,2013-05-07,10685,791,1,0,0,0
266,3,2013-05-08,5498,669,1,0,0,0
102,3,2013-05-08,6661,1089,1,0,0,0
1046,3,2013-05-08,8401,737,1,0,0,0
793,3,2013-05-08,4374,475,1,0,0,0
903,3,2013-05-08,12656,929,1,0,0,0
266,4,2013-05-09,0,0,0,0,a,0
102,4,2013-05-09,0,0,0,0,a,0
1046,4,2013-05-09,0,0,0,0,a,0
793,4,2013-05-09,0,0,0,0,a,0
903,4,2013-05-09,0,0,0,0,a,0
266,5,2013-05-10,5125,582,1,0,0,1
102,5,2013-05-10,9650,1238,1,0,0,0
1046,5,2013-05-10,10226,847,1,0,0,1
793,5,2013-05-10,5017,507,1,0,0,0
903,5,2013-05-10,14826,1013,1,0,0,0
266,6,2013-05-11,2727,320,1,0,0,0
102,6,2013-05-11,6525,1054,1,0,0,0
1046,6,2013-05-11,5697,514,1,0,0,0
793,6,2013-05-11,4166,453,1,0,0,0
903,6,2013-05-11,13968,1021,1,0,0,0
266,7,2013-05-12,0,0,0,0,0,0
102,7,2013-05-12,0,0,0,0,0,0
1046,7,2013-05-12,0,0,0,0,0,0
793,7,2013-05-12,0,0,0,0,0,0
903,7,2013-05-12,0,0,0,0,0,0
266,1,2013-05-13,7080,820,1,1,0,0
102,1,2013-05-13,10354,1348,1,1,0,0
1046,1,2013-05-13,11020,849,1,1,0,1
793,1,2013-05-13,7826,672,1,1,0,0
903,1,2013-05-13,13785,946,1,1,0,0
266,2,2013-05-14,6395,806,1,1,0,0
102,2,2013-05-14,8799,1273,1,1,0,0
1046,2,2013-05-14,8897,716,1,1,0,1
793,2,2013-05-14,5385,499,1,1,0,0
903,2,2013-05-14,9824,725,1,1,0,0
266,3,2013-05-15,5092,625,1,1,0,0
102,3,2013-05-15,7635,1117,1,1,0,0
1046,3,2013-05-15,8504,675,1,1,0,1
793,3,2013-05-15,5302,435,1,1,0,0
903,3,2013-05-15,10171,725,1,1,0,0
266,4,2013-05-16,6031,743,1,1,0,0
102,4,2013-05-16,7416,1106,1,1,0,0
1046,4,2013-05-16,8706,693,1,1,0,1
793,4,2013-05-16,4611,444,1,1,0,0
903,4,2013-05-16,12452,871,1,1,0,0
266,5,2013-05-17,4517,561,1,1,0,0
102,5,2013-05-17,6907,1087,1,1,0,0
1046,5,2013-05-17,9128,752,1,1,0,1
793,5,2013-05-17,5754,511,1,1,0,0
903,5,2013-05-17,14274,978,1,1,0,0
266,6,2013-05-18,2540,283,1,0,0,0
102,6,2013-05-18,5516,946,1,0,0,0
1046,6,2013-05-18,6246,564,1,0,0,0
793,6,2013-05-18,4850,523,1,0,0,0
903,6,2013-05-18,11542,882,1,0,0,0
266,7,2013-05-19,0,0,0,0,0,0
102,7,2013-05-19,0,0,0,0,0,0
1046,7,2013-05-19,0,0,0,0,0,0
793,7,2013-05-19,0,0,0,0,0,0
903,7,2013-05-19,0,0,0,0,0,0
266,1,2013-05-20,0,0,0,0,a,1
102,1,2013-05-20,0,0,0,0,a,0
1046,1,2013-05-20,0,0,0,0,a,0
793,1,2013-05-20,0,0,0,0,a,0
903,1,2013-05-20,0,0,0,0,a,0
266,2,2013-05-21,5228,664,1,0,0,1
102,2,2013-05-21,5452,1010,1,0,0,1
1046,2,2013-05-21,6729,603,1,0,0,0
793,2,2013-05-21,4195,447,1,0,0,1
903,2,2013-05-21,10777,796,1,0,0,1
266,3,2013-05-22,4282,515,1,0,0,1
102,3,2013-05-22,4928,815,1,0,0,0
1046,3,2013-05-22,5960,497,1,0,0,0
793,3,2013-05-22,3123,341,1,0,0,0
903,3,2013-05-22,10121,785,1,0,0,1
266,4,2013-05-23,5471,670,1,0,0,0
102,4,2013-05-23,3517,698,1,0,0,0
1046,4,2013-05-23,6338,570,1,0,0,0
793,4,2013-05-23,3384,367,1,0,0,0
903,4,2013-05-23,10598,734,1,0,0,1
266,5,2013-05-24,4435,571,1,0,0,0
102,5,2013-05-24,5032,907,1,0,0,0
1046,5,2013-05-24,7268,670,1,0,0,0
793,5,2013-05-24,3634,406,1,0,0,0
903,5,2013-05-24,10256,752,1,0,0,1
266,6,2013-05-25,2791,310,1,0,0,0
102,6,2013-05-25,5105,867,1,0,0,0
1046,6,2013-05-25,5847,523,1,0,0,0
793,6,2013-05-25,4230,421,1,0,0,0
903,6,2013-05-25,10934,828,1,0,0,0
266,7,2013-05-26,0,0,0,0,0,0
102,7,2013-05-26,0,0,0,0,0,0
1046,7,2013-05-26,0,0,0,0,0,0
793,7,2013-05-26,0,0,0,0,0,0
903,7,2013-05-26,0,0,0,0,0,0
266,1,2013-05-27,6956,712,1,1,0,0
102,1,2013-05-27,9684,1333,1,1,0,0
1046,1,2013-05-27,11242,864,1,1,0,0
793,1,2013-05-27,7893,637,1,1,0,0
903,1,2013-05-27,13540,883,1,1,0,1
266,2,2013-05-28,7500,791,1,1,0,0
102,2,2013-05-28,8054,1181,1,1,0,0
1046,2,2013-05-28,8174,668,1,1,0,0
793,2,2013-05-28,4643,435,1,1,0,0
903,2,2013-05-28,7871,589,1,1,0,1
266,3,2013-05-29,5877,670,1,1,0,0
102,3,2013-05-29,7292,1061,1,1,0,0
1046,3,2013-05-29,8913,673,1,1,0,0
793,3,2013-05-29,6850,612,1,1,0,0
903,3,2013-05-29,14208,990,1,1,0,1
266,4,2013-05-30,6116,669,1,1,a,0
102,4,2013-05-30,0,0,0,1,a,0
1046,4,2013-05-30,9662,729,1,1,0,0
793,4,2013-05-30,0,0,0,1,a,0
903,4,2013-05-30,0,0,0,1,a,1
266,5,2013-05-31,7652,755,1,1,0,0
102,5,2013-05-31,17533,1900,1,1,0,0
1046,5,2013-05-31,11811,877,1,1,0,0
793,5,2013-05-31,9649,737,1,1,0,0
903,5,2013-05-31,16898,1102,1,1,0,1
266,6,2013-06-01,2869,302,1,0,0,0
102,6,2013-06-01,7130,1175,1,0,0,0
1046,6,2013-06-01,6820,589,1,0,0,0
793,6,2013-06-01,4822,453,1,0,0,0
903,6,2013-06-01,13057,900,1,0,0,0
266,7,2013-06-02,0,0,0,0,0,0
102,7,2013-06-02,0,0,0,0,0,0
1046,7,2013-06-02,0,0,0,0,0,0
793,7,2013-06-02,0,0,0,0,0,0
903,7,2013-06-02,0,0,0,0,0,0
266,1,2013-06-03,4747,539,1,1,0,0
102,1,2013-06-03,11249,1568,1,1,0,0
1046,1,2013-06-03,11660,880,1,1,0,0
793,1,2013-06-03,8892,690,1,1,0,0
903,1,2013-06-03,13040,877,1,1,0,0
266,2,2013-06-04,6874,785,1,1,0,0
102,2,2013-06-04,9217,1352,1,1,0,0
1046,2,2013-06-04,8727,683,1,1,0,0
793,2,2013-06-04,6067,504,1,1,0,0
903,2,2013-06-04,12126,791,1,1,0,0
266,3,2013-06-05,6857,807,1,1,0,0
102,3,2013-06-05,7834,1220,1,1,0,0
1046,3,2013-06-05,7530,616,1,1,0,0
793,3,2013-06-05,5007,445,1,1,0,0
903,3,2013-06-05,10480,704,1,1,0,0
266,4,2013-06-06,6308,732,1,1,0,0
102,4,2013-06-06,6739,1109,1,1,0,0
1046,4,2013-06-06,8672,742,1,1,0,0
793,4,2013-06-06,5106,460,1,1,0,0
903,4,2013-06-06,9666,724,1,1,0,0
266,5,2013-06-07,5781,637,1,1,0,0
102,5,2013-06-07,7076,1086,1,1,0,0
1046,5,2013-06-07,9255,750,1,1,0,0
793,5,2013-06-07,6136,547,1,1,0,0
903,5,2013-06-07,11204,796,1,1,0,0
266,6,2013-06-08,2864,323,1,0,0,0
102,6,2013-06-08,4920,910,1,0,0,0
1046,6,2013-06-08,6043,536,1,0,0,0
793,6,2013-06-08,3660,412,1,0,0,0
903,6,2013-06-08,10382,822,1,0,0,0
266,7,2013-06-09,0,0,0,0,0,0
102,7,2013-06-09,0,0,0,0,0,0
1046,7,2013-06-09,0,0,0,0,0,0
793,7,2013-06-09,0,0,0,0,0,0
903,7,2013-06-09,0,0,0,0,0,0
266,1,2013-06-10,5143,635,1,0,0,0
102,1,2013-06-10,5537,960,1,0,0,0
1046,1,2013-06-10,6319,635,1,0,0,0
793,1,2013-06-10,3875,391,1,0,0,0
903,1,2013-06-10,11404,816,1,0,0,0
266,2,2013-06-11,4986,628,1,0,0,0
102,2,2013-06-11,4714,878,1,0,0,0
1046,2,2013-06-11,6572,531,1,0,0,0
793,2,2013-06-11,2902,310,1,0,0,0
903,2,2013-06-11,9519,684,1,0,0,0
266,3,2013-06-12,4521,607,1,0,0,0
102,3,2013-06-12,4547,764,1,0,0,0
1046,3,2013-06-12,6243,546,1,0,0,0
793,3,2013-06-12,3240,329,1,0,0,0
903,3,2013-06-12,9365,689,1,0,0,0
266,4,2013-06-13,4390,625,1,0,0,0
102,4,2013-06-13,4512,759,1,0,0,0
1046,4,2013-06-13,6592,601,1,0,0,0
793,4,2013-06-13,3652,349,1,0,0,0
903,4,2013-06-13,7916,619,1,0,0,0
266,5,2013-06-14,4756,591,1,0,0,0
102,5,2013-06-14,4916,860,1,0,0,0
1046,5,2013-06-14,7641,689,1,0,0,0
793,5,2013-06-14,3584,419,1,0,0,0
903,5,2013-06-14,11982,881,1,0,0,0
266,6,2013-06-15,2269,287,1,0,0,0
102,6,2013-06-15,5886,948,1,0,0,0
1046,6,2013-06-15,5529,499,1,0,0,0
793,6,2013-06-15,3976,417,1,0,0,0
903,6,2013-06-15,9228,779,1,0,0,0
266,7,2013-06-16,0,0,0,0,0,0
102,7,2013-06-16,0,0,0,0,0,0
1046,7,2013-06-16,0,0,0,0,0,0
793,7,2013-06-16,0,0,0,0,0,0
903,7,2013-06-16,0,0,0,0,0,0
266,1,2013-06-17,7867,816,1,1,0,0
102,1,2013-06-17,8975,1274,1,1,0,0
1046,1,2013-06-17,13207,954,1,1,0,0
793,1,2013-06-17,7862,650,1,1,0,0
903,1,2013-06-17,14208,937,1,1,0,0
266,2,2013-06-18,5391,661,1,1,0,0
102,2,2013-06-18,6267,1010,1,1,0,0
1046,2,2013-06-18,9826,716,1,1,0,0
793,2,2013-06-18,5089,432,1,1,0,0
903,2,2013-06-18,10997,757,1,1,0,0
266,3,2013-06-19,5190,638,1,1,0,0
102,3,2013-06-19,6163,985,1,1,0,0
1046,3,2013-06-19,7872,647,1,1,0,0
793,3,2013-06-19,4569,394,1,1,0,0
903,3,2013-06-19,9831,684,1,1,0,0
266,4,2013-06-20,5899,704,1,1,0,0
102,4,2013-06-20,5382,863,1,1,0,0
1046,4,2013-06-20,7670,609,1,1,0,0
793,4,2013-06-20,5043,417,1,1,0,0
903,4,2013-06-20,10386,752,1,1,0,0
266,5,2013-06-21,6301,694,1,1,0,0
102,5,2013-06-21,7083,1092,1,1,0,0
1046,5,2013-06-21,10982,846,1,1,0,0
793,5,2013-06-21,6309,544,1,1,0,0
903,5,2013-06-21,13719,980,1,1,0,0
266,6,2013-06-22,2767,319,1,0,0,0
102,6,2013-06-22,4927,909,1,0,0,0
1046,6,2013-06-22,6882,595,1,0,0,0
793,6,2013-06-22,4365,446,1,0,0,0
903,6,2013-06-22,12613,941,1,0,0,0
266,7,2013-06-23,0,0,0,0,0,0
102,7,2013-06-23,0,0,0,0,0,0
1046,7,2013-06-23,0,0,0,0,0,0
793,7,2013-06-23,0,0,0,0,0,0
903,7,2013-06-23,0,0,0,0,0,0
266,1,2013-06-24,4974,653,1,0,0,0
102,1,2013-06-24,4703,823,1,0,0,0
1046,1,2013-06-24,7046,614,1,0,0,0
793,1,2013-06-24,4119,386,1,0,0,0
903,1,2013-06-24,11345,825,1,0,0,0
266,2,2013-06-25,3139,458,1,0,0,0
102,2,2013-06-25,4213,790,1,0,0,0
1046,2,2013-06-25,5977,527,1,0,0,0
793,2,2013-06-25,3318,325,1,0,0,0
903,2,2013-06-25,9268,713,1,0,0,0
266,3,2013-06-26,3775,519,1,0,0,0
102,3,2013-06-26,3688,723,1,0,0,0
1046,3,2013-06-26,5872,582,1,0,0,0
793,3,2013-06-26,3060,346,1,0,0,0
903,3,2013-06-26,9064,711,1,0,0,0
266,4,2013-06-27,4328,641,1,0,0,0
102,4,2013-06-27,4393,780,1,0,0,0
1046,4,2013-06-27,7482,636,1,0,0,0
793,4,2013-06-27,3446,357,1,0,0,0
903,4,2013-06-27,9794,752,1,0,0,0
266,5,2013-06-28,4288,662,1,0,0,0
102,5,2013-06-28,7630,1016,1,0,0,0
1046,5,2013-06-28,8278,718,1,0,0,0
793,5,2013-06-28,5288,466,1,0,0,0
903,5,2013-06-28,11217,823,1,0,0,0
266,6,2013-06-29,2729,446,1,0,0,0
102,6,2013-06-29,7611,1152,1,0,0,0
1046,6,2013-06-29,6835,576,1,0,0,0
793,6,2013-06-29,4372,453,1,0,0,0
903,6,2013-06-29,12219,866,1,0,0,0
266,7,2013-06-30,0,0,0,0,0,0
102,7,2013-06-30,0,0,0,0,0,0
1046,7,2013-06-30,0,0,0,0,0,0
793,7,2013-06-30,0,0,0,0,0,0
903,7,2013-06-30,0,0,0,0,0,0
266,1,2013-07-01,6619,746,1,1,0,0
102,1,2013-07-01,11907,1574,1,1,0,0
1046,1,2013-07-01,13542,954,1,1,0,0
793,1,2013-07-01,8237,695,1,1,0,0
903,1,2013-07-01,13250,908,1,1,0,0
266,2,2013-07-02,7087,769,1,1,0,0
102,2,2013-07-02,9089,1326,1,1,0,0
1046,2,2013-07-02,9554,745,1,1,0,0
793,2,2013-07-02,6434,539,1,1,0,0
903,2,2013-07-02,10891,767,1,1,0,0
266,3,2013-07-03,6108,677,1,1,0,0
102,3,2013-07-03,6892,1055,1,1,0,0
1046,3,2013-07-03,9764,721,1,1,0,0
793,3,2013-07-03,5591,505,1,1,0,0
903,3,2013-07-03,12110,816,1,1,0,0
266,4,2013-07-04,6274,729,1,1,0,0
102,4,2013-07-04,7677,1197,1,1,0,0
1046,4,2013-07-04,9288,759,1,1,0,0
793,4,2013-07-04,4683,471,1,1,0,0
903,4,2013-07-04,11080,824,1,1,0,0
266,5,2013-07-05,5420,626,1,1,0,0
102,5,2013-07-05,6896,1129,1,1,0,0
1046,5,2013-07-05,9048,763,1,1,0,0
793,5,2013-07-05,5042,492,1,1,0,0
903,5,2013-07-05,13032,925,1,1,0,0
266,6,2013-07-06,2831,330,1,0,0,0
102,6,2013-07-06,5010,844,1,0,0,0
1046,6,2013-07-06,5949,517,1,0,0,0
793,6,2013-07-06,4050,412,1,0,0,0
903,6,2013-07-06,10866,793,1,0,0,0
266,7,2013-07-07,0,0,0,0,0,0
102,7,2013-07-07,0,0,0,0,0,0
1046,7,2013-07-07,0,0,0,0,0,0
793,7,2013-07-07,0,0,0,0,0,0
903,7,2013-07-07,0,0,0,0,0,0
266,1,2013-07-08,4773,638,1,0,0,0
102,1,2013-07-08,5058,882,1,0,0,0
1046,1,2013-07-08,6226,602,1,0,0,0
793,1,2013-07-08,3470,351,1,0,0,0
903,1,2013-07-08,10790,832,1,0,0,0
266,2,2013-07-09,4528,608,1,0,0,0
102,2,2013-07-09,4621,847,1,0,0,0
1046,2,2013-07-09,7433,621,1,0,0,0
793,2,2013-07-09,2841,314,1,0,0,0
903,2,2013-07-09,8820,658,1,0,0,0
266,3,2013-07-10,4738,624,1,0,0,0
102,3,2013-07-10,4674,822,1,0,0,0
1046,3,2013-07-10,7441,619,1,0,0,0
793,3,2013-07-10,3502,354,1,0,0,0
903,3,2013-07-10,8587,651,1,0,0,0
266,4,2013-07-11,4836,603,1,0,0,0
102,4,2013-07-11,4701,814,1,0,0,0
1046,4,2013-07-11,7733,684,1,0,0,0
793,4,2013-07-11,3450,367,1,0,0,0
903,4,2013-07-11,10439,803,1,0,0,0
266,5,2013-07-12,4798,559,1,0,0,0
102,5,2013-07-12,5345,839,1,0,0,0
1046,5,2013-07-12,7424,642,1,0,0,0
793,5,2013-07-12,4017,386,1,0,0,0
903,5,2013-07-12,10758,808,1,0,0,0
266,6,2013-07-13,2491,290,1,0,0,0
102,6,2013-07-13,5022,887,1,0,0,0
1046,6,2013-07-13,6237,531,1,0,0,0
793,6,2013-07-13,4108,412,1,0,0,0
903,6,2013-07-13,10965,823,1,0,0,0
266,7,2013-07-14,0,0,0,0,0,0
102,7,2013-07-14,0,0,0,0,0,0
1046,7,2013-07-14,0,0,0,0,0,0
793,7,2013-07-14,0,0,0,0,0,0
903,7,2013-07-14,0,0,0,0,0,0
266,1,2013-07-15,7811,829,1,1,0,1
102,1,2013-07-15,11996,1649,1,1,0,0
1046,1,2013-07-15,13850,988,1,1,0,1
793,1,2013-07-15,9830,698,1,1,0,0
903,1,2013-07-15,15681,996,1,1,0,0
266,2,2013-07-16,6150,682,1,1,0,1
102,2,2013-07-16,8898,1313,1,1,0,0
1046,2,2013-07-16,10059,720,1,1,0,1
793,2,2013-07-16,7045,551,1,1,0,0
903,2,2013-07-16,12197,797,1,1,0,0
266,3,2013-07-17,5797,641,1,1,0,1
102,3,2013-07-17,8009,1247,1,1,0,0
1046,3,2013-07-17,8853,685,1,1,0,1
793,3,2013-07-17,5403,475,1,1,0,0
903,3,2013-07-17,11515,800,1,1,0,0
266,4,2013-07-18,5478,635,1,1,0,1
102,4,2013-07-18,7286,1139,1,1,0,0
1046,4,2013-07-18,9069,718,1,1,0,1
793,4,2013-07-18,5191,470,1,1,0,0
903,4,2013-07-18,12104,825,1,1,0,0
266,5,2013-07-19,5621,599,1,1,0,1
102,5,2013-07-19,7725,1145,1,1,0,0
1046,5,2013-07-19,9696,760,1,1,0,1
793,5,2013-07-19,5818,529,1,1,0,0
903,5,2013-07-19,13156,955,1,1,0,0
266,6,2013-07-20,2963,323,1,0,0,0
102,6,2013-07-20,5420,877,1,0,0,0
1046,6,2013-07-20,6491,570,1,0,0,0
793,6,2013-07-20,4424,476,1,0,0,0
903,6,2013-07-20,11013,817,1,0,0,0
266,7,2013-07-21,0,0,0,0,0,0
102,7,2013-07-21,0,0,0,0,0,0
1046,7,2013-07-21,0,0,0,0,0,0
793,7,2013-07-21,0,0,0,0,0,0
903,7,2013-07-21,0,0,0,0,0,0
266,1,2013-07-22,3739,517,1,0,0,1
102,1,2013-07-22,4806,839,1,0,0,1
1046,1,2013-07-22,7135,589,1,0,0,1
793,1,2013-07-22,3045,330,1,0,0,1
903,1,2013-07-22,10601,832,1,0,0,0
266,2,2013-07-23,3707,528,1,0,0,1
102,2,2013-07-23,4144,735,1,0,0,1
1046,2,2013-07-23,5532,507,1,0,0,1
793,2,2013-07-23,2695,292,1,0,0,1
903,2,2013-07-23,8605,643,1,0,0,0
266,3,2013-07-24,3682,496,1,0,0,1
102,3,2013-07-24,4489,813,1,0,0,1
1046,3,2013-07-24,5893,514,1,0,0,1
793,3,2013-07-24,3605,352,1,0,0,1
903,3,2013-07-24,9688,721,1,0,0,0
266,4,2013-07-25,4599,565,1,0,0,1
102,4,2013-07-25,4698,818,1,0,0,1
1046,4,2013-07-25,6298,553,1,0,0,1
793,4,2013-07-25,2679,325,1,0,0,1
903,4,2013-07-25,9752,770,1,0,0,0
266,5,2013-07-26,3950,491,1,0,0,1
102,5,2013-07-26,4307,763,1,0,0,1
1046,5,2013-07-26,6975,616,1,0,0,1
793,5,2013-07-26,3638,384,1,0,0,1
903,5,2013-07-26,10215,763,1,0,0,0
266,6,2013-07-27,2324,267,1,0,0,0
102,6,2013-07-27,4236,720,1,0,0,0
1046,6,2013-07-27,5466,523,1,0,0,0
793,6,2013-07-27,3474,358,1,0,0,0
903,6,2013-07-27,11006,833,1,0,0,0
266,7,2013-07-28,0,0,0,0,0,0
102,7,2013-07-28,0,0,0,0,0,0
1046,7,2013-07-28,0,0,0,0,0,0
793,7,2013-07-28,0,0,0,0,0,0
903,7,2013-07-28,0,0,0,0,0,0
266,1,2013-07-29,7368,737,1,1,0,1
102,1,2013-07-29,11256,1559,1,1,0,1
1046,1,2013-07-29,12779,904,1,1,0,1
793,1,2013-07-29,8591,684,1,1,0,1
903,1,2013-07-29,16766,1070,1,1,0,0
266,2,2013-07-30,7593,769,1,1,0,1
102,2,2013-07-30,9237,1305,1,1,0,1
1046,2,2013-07-30,12217,855,1,1,0,1
793,2,2013-07-30,7079,531,1,1,0,1
903,2,2013-07-30,13820,893,1,1,0,0
266,3,2013-07-31,6801,711,1,1,0,1
102,3,2013-07-31,11666,1526,1,1,0,1
1046,3,2013-07-31,10906,796,1,1,0,1
793,3,2013-07-31,7101,566,1,1,0,1
903,3,2013-07-31,13145,826,1,1,0,1
266,4,2013-08-01,6295,746,1,1,0,1
102,4,2013-08-01,8693,1247,1,1,0,1
1046,4,2013-08-01,10010,768,1,1,0,1
793,4,2013-08-01,5391,465,1,1,0,1
903,4,2013-08-01,11930,815,1,1,0,1
266,5,2013-08-02,4724,528,1,1,0,1
102,5,2013-08-02,6559,1004,1,1,0,1
1046,5,2013-08-02,9223,744,1,1,0,1
793,5,2013-08-02,5160,435,1,1,0,1
903,5,2013-08-02,14102,951,1,1,0,1
266,6,2013-08-03,2326,281,1,0,0,0
102,6,2013-08-03,5637,908,1,0,0,0
1046,6,2013-08-03,6768,604,1,0,0,0
793,6,2013-08-03,4487,421,1,0,0,0
903,6,2013-08-03,11959,828,1,0,0,0
266,7,2013-08-04,0,0,0,0,0,0
102,7,2013-08-04,0,0,0,0,0,0
1046,7,2013-08-04,0,0,0,0,0,0
793,7,2013-08-04,0,0,0,0,0,0
903,7,2013-08-04,0,0,0,0,0,0
266,1,2013-08-05,4643,572,1,0,0,1
102,1,2013-08-05,5797,973,1,0,0,1
1046,1,2013-08-05,7427,662,1,0,0,1
793,1,2013-08-05,3712,391,1,0,0,1
903,1,2013-08-05,11431,808,1,0,0,1
266,2,2013-08-06,3701,482,1,0,0,1
102,2,2013-08-06,5084,925,1,0,0,1
1046,2,2013-08-06,5480,500,1,0,0,1
793,2,2013-08-06,3255,325,1,0,0,1
903,2,2013-08-06,9343,671,1,0,0,1
266,3,2013-08-07,4363,588,1,0,0,1
102,3,2013-08-07,5350,861,1,0,0,1
1046,3,2013-08-07,6628,558,1,0,0,1
793,3,2013-08-07,3265,340,1,0,0,1
903,3,2013-08-07,11134,769,1,0,0,1
266,4,2013-08-08,5128,632,1,0,0,1
102,4,2013-08-08,4875,809,1,0,0,1
1046,4,2013-08-08,7040,574,1,0,0,1
793,4,2013-08-08,3980,399,1,0,0,1
903,4,2013-08-08,10419,755,1,0,0,1
266,5,2013-08-09,3419,431,1,0,0,1
102,5,2013-08-09,4892,791,1,0,0,1
1046,5,2013-08-09,7110,633,1,0,0,1
793,5,2013-08-09,3829,378,1,0,0,1
903,5,2013-08-09,11909,829,1,0,0,1
266,6,2013-08-10,2970,324,1,0,0,0
102,6,2013-08-10,5040,784,1,0,0,0
1046,6,2013-08-10,4861,463,1,0,0,0
793,6,2013-08-10,3550,391,1,0,0,0
903,6,2013-08-10,11827,871,1,0,0,0
266,7,2013-08-11,0,0,0,0,0,0
102,7,2013-08-11,0,0,0,0,0,0
1046,7,2013-08-11,0,0,0,0,0,0
793,7,2013-08-11,0,0,0,0,0,0
903,7,2013-08-11,0,0,0,0,0,0
266,1,2013-08-12,7674,797,1,1,0,1
102,1,2013-08-12,12019,1631,1,1,0,1
1046,1,2013-08-12,13595,997,1,1,0,1
793,1,2013-08-12,9353,774,1,1,0,1
903,1,2013-08-12,15194,942,1,1,0,1
266,2,2013-08-13,6205,665,1,1,0,1
102,2,2013-08-13,8435,1269,1,1,0,1
1046,2,2013-08-13,10509,798,1,1,0,1
793,2,2013-08-13,6980,562,1,1,0,1
903,2,2013-08-13,12581,864,1,1,0,1
266,3,2013-08-14,6462,716,1,1,0,1
102,3,2013-08-14,8929,1286,1,1,0,1
1046,3,2013-08-14,9541,762,1,1,0,1
793,3,2013-08-14,5193,474,1,1,0,1
903,3,2013-08-14,13192,946,1,1,0,1
266,4,2013-08-15,6081,704,1,1,0,1
102,4,2013-08-15,7017,1081,1,1,0,1
1046,4,2013-08-15,9345,769,1,1,0,1
793,4,2013-08-15,5314,482,1,1,0,1
903,4,2013-08-15,0,0,0,1,a,1
266,5,2013-08-16,5474,619,1,1,0,1
102,5,2013-08-16,6738,1091,1,1,0,1
1046,5,2013-08-16,9290,761,1,1,0,1
793,5,2013-08-16,5640,499,1,1,0,1
903,5,2013-08-16,14698,1041,1,1,0,1
266,6,2013-08-17,2857,318,1,0,0,0
102,6,2013-08-17,3960,754,1,0,0,0
1046,6,2013-08-17,5302,507,1,0,0,0
793,6,2013-08-17,3724,404,1,0,0,0
903,6,2013-08-17,11439,803,1,0,0,0
266,7,2013-08-18,0,0,0,0,0,0
102,7,2013-08-18,0,0,0,0,0,0
1046,7,2013-08-18,0,0,0,0,0,0
793,7,2013-08-18,0,0,0,0,0,0
903,7,2013-08-18,0,0,0,0,0,0
266,1,2013-08-19,4842,557,1,0,0,1
102,1,2013-08-19,4687,870,1,0,0,1
1046,1,2013-08-19,6003,553,1,0,0,1
793,1,2013-08-19,3455,376,1,0,0,1
